snum,roi,isSideLeft,roiNum
59,ctx-lh-parsopercularis_5,1,1045
60,ctx-lh-parsopercularis_9,1,1046
61,ctx-lh-parsopercularis_3,1,1047
62,ctx-lh-parsopercularis_1,1,1048
63,ctx-lh-parsopercularis_7,1,1049
64,ctx-lh-parsopercularis_6,1,1050
65,ctx-lh-parsopercularis_2,1,1051
66,ctx-lh-rostralmiddlefrontal_19,1,1052
67,ctx-lh-rostralmiddlefrontal_21,1,1053
68,ctx-lh-rostralmiddlefrontal_16,1,1054
69,ctx-lh-rostralmiddlefrontal_22,1,1055
70,ctx-lh-rostralmiddlefrontal_24,1,1056
71,ctx-lh-rostralmiddlefrontal_10,1,1057
72,ctx-lh-rostralmiddlefrontal_20,1,1058
73,ctx-lh-rostralmiddlefrontal_15,1,1059
74,ctx-lh-rostralmiddlefrontal_18,1,1060
75,ctx-lh-rostralmiddlefrontal_7,1,1061
76,ctx-lh-rostralmiddlefrontal_25,1,1062
77,ctx-lh-rostralmiddlefrontal_23,1,1063
78,ctx-lh-rostralmiddlefrontal_4,1,1064
79,ctx-lh-rostralmiddlefrontal_27,1,1065
80,ctx-lh-rostralmiddlefrontal_14,1,1066
81,ctx-lh-rostralmiddlefrontal_17,1,1067
82,ctx-lh-rostralmiddlefrontal_9,1,1068
83,ctx-lh-rostralmiddlefrontal_12,1,1069
84,ctx-lh-rostralmiddlefrontal_2,1,1070
85,ctx-lh-rostralmiddlefrontal_13,1,1071
86,ctx-lh-rostralmiddlefrontal_11,1,1072
87,ctx-lh-rostralmiddlefrontal_3,1,1073
88,ctx-lh-rostralmiddlefrontal_5,1,1074
89,ctx-lh-rostralmiddlefrontal_8,1,1075
90,ctx-lh-rostralmiddlefrontal_26,1,1076
91,ctx-lh-rostralmiddlefrontal_1,1,1077
92,ctx-lh-rostralmiddlefrontal_6,1,1078
93,ctx-lh-superiorfrontal_40,1,1079
94,ctx-lh-superiorfrontal_4,1,1080
95,ctx-lh-superiorfrontal_3,1,1081
96,ctx-lh-superiorfrontal_14,1,1082
97,ctx-lh-superiorfrontal_7,1,1083
98,ctx-lh-superiorfrontal_23,1,1084
99,ctx-lh-superiorfrontal_10,1,1085
100,ctx-lh-superiorfrontal_39,1,1086
101,ctx-lh-superiorfrontal_19,1,1087
102,ctx-lh-superiorfrontal_29,1,1088
103,ctx-lh-superiorfrontal_1,1,1089
104,ctx-lh-superiorfrontal_27,1,1090
105,ctx-lh-superiorfrontal_30,1,1091
106,ctx-lh-superiorfrontal_15,1,1092
107,ctx-lh-superiorfrontal_2,1,1093
108,ctx-lh-superiorfrontal_11,1,1094
109,ctx-lh-superiorfrontal_37,1,1095
110,ctx-lh-superiorfrontal_8,1,1096
111,ctx-lh-superiorfrontal_36,1,1097
112,ctx-lh-superiorfrontal_25,1,1098
113,ctx-lh-superiorfrontal_24,1,1099
114,ctx-lh-superiorfrontal_38,1,1100
115,ctx-lh-superiorfrontal_20,1,1101
116,ctx-lh-superiorfrontal_5,1,1102
117,ctx-lh-superiorfrontal_22,1,1103
118,ctx-lh-superiorfrontal_21,1,1104
119,ctx-lh-superiorfrontal_12,1,1105
120,ctx-lh-superiorfrontal_18,1,1106
121,ctx-lh-superiorfrontal_42,1,1107
122,ctx-lh-superiorfrontal_13,1,1108
123,ctx-lh-superiorfrontal_32,1,1109
124,ctx-lh-superiorfrontal_33,1,1110
125,ctx-lh-superiorfrontal_28,1,1111
126,ctx-lh-superiorfrontal_41,1,1112
127,ctx-lh-superiorfrontal_16,1,1113
128,ctx-lh-superiorfrontal_6,1,1114
129,ctx-lh-superiorfrontal_9,1,1115
130,ctx-lh-superiorfrontal_17,1,1116
131,ctx-lh-superiorfrontal_31,1,1117
132,ctx-lh-superiorfrontal_35,1,1118
133,ctx-lh-superiorfrontal_34,1,1119
134,ctx-lh-superiorfrontal_26,1,1120
135,ctx-lh-caudalmiddlefrontal_8,1,1121
136,ctx-lh-caudalmiddlefrontal_4,1,1122
137,ctx-lh-caudalmiddlefrontal_2,1,1123
138,ctx-lh-caudalmiddlefrontal_3,1,1124
139,ctx-lh-caudalmiddlefrontal_7,1,1125
140,ctx-lh-caudalmiddlefrontal_5,1,1126
141,ctx-lh-caudalmiddlefrontal_11,1,1127
142,ctx-lh-caudalmiddlefrontal_10,1,1128
143,ctx-lh-caudalmiddlefrontal_1,1,1129
144,ctx-lh-caudalmiddlefrontal_9,1,1130
145,ctx-lh-caudalmiddlefrontal_6,1,1131
146,ctx-lh-precentral_12,1,1132
147,ctx-lh-precentral_35,1,1133
148,ctx-lh-precentral_28,1,1134
149,ctx-lh-precentral_36,1,1135
150,ctx-lh-precentral_31,1,1136
151,ctx-lh-precentral_5,1,1137
152,ctx-lh-precentral_21,1,1138
153,ctx-lh-precentral_1,1,1139
154,ctx-lh-precentral_8,1,1140
155,ctx-lh-precentral_20,1,1141
156,ctx-lh-precentral_34,1,1142
157,ctx-lh-precentral_2,1,1143
158,ctx-lh-precentral_23,1,1144
159,ctx-lh-precentral_19,1,1145
160,ctx-lh-precentral_22,1,1146
161,ctx-lh-precentral_26,1,1147
162,ctx-lh-precentral_6,1,1148
163,ctx-lh-precentral_10,1,1149
164,ctx-lh-precentral_3,1,1150
165,ctx-lh-precentral_9,1,1151
166,ctx-lh-precentral_4,1,1152
167,ctx-lh-precentral_32,1,1153
168,ctx-lh-precentral_16,1,1154
169,ctx-lh-precentral_15,1,1155
170,ctx-lh-precentral_30,1,1156
171,ctx-lh-precentral_18,1,1157
172,ctx-lh-precentral_27,1,1158
173,ctx-lh-precentral_7,1,1159
174,ctx-lh-precentral_11,1,1160
175,ctx-lh-precentral_14,1,1161
176,ctx-lh-precentral_33,1,1162
177,ctx-lh-precentral_24,1,1163
178,ctx-lh-precentral_13,1,1164
179,ctx-lh-precentral_29,1,1165
180,ctx-lh-precentral_25,1,1166
181,ctx-lh-precentral_17,1,1167
182,ctx-lh-paracentral_1,1,1168
183,ctx-lh-paracentral_9,1,1169
184,ctx-lh-paracentral_4,1,1170
185,ctx-lh-paracentral_2,1,1171
186,ctx-lh-paracentral_3,1,1172
187,ctx-lh-paracentral_5,1,1173
188,ctx-lh-paracentral_12,1,1174
189,ctx-lh-paracentral_6,1,1175
190,ctx-lh-paracentral_10,1,1176
191,ctx-lh-paracentral_11,1,1177
192,ctx-lh-paracentral_7,1,1178
193,ctx-lh-paracentral_8,1,1179
194,ctx-lh-rostralanteriorcingulate_2,1,1180
195,ctx-lh-rostralanteriorcingulate_1,1,1181
196,ctx-lh-rostralanteriorcingulate_4,1,1182
197,ctx-lh-rostralanteriorcingulate_3,1,1183
198,ctx-lh-caudalanteriorcingulate_1,1,1184
199,ctx-lh-caudalanteriorcingulate_6,1,1185
200,ctx-lh-caudalanteriorcingulate_4,1,1186
201,ctx-lh-caudalanteriorcingulate_2,1,1187
202,ctx-lh-caudalanteriorcingulate_3,1,1188
203,ctx-lh-caudalanteriorcingulate_5,1,1189
204,ctx-lh-posteriorcingulate_8,1,1190
205,ctx-lh-posteriorcingulate_1,1,1191
206,ctx-lh-posteriorcingulate_7,1,1192
207,ctx-lh-posteriorcingulate_2,1,1193
208,ctx-lh-posteriorcingulate_5,1,1194
209,ctx-lh-posteriorcingulate_3,1,1195
210,ctx-lh-posteriorcingulate_9,1,1196
211,ctx-lh-posteriorcingulate_4,1,1197
212,ctx-lh-posteriorcingulate_6,1,1198
213,ctx-lh-isthmuscingulate_3,1,1199
214,ctx-lh-isthmuscingulate_1,1,1200
215,ctx-lh-isthmuscingulate_2,1,1201
216,ctx-lh-isthmuscingulate_4,1,1202
217,ctx-lh-isthmuscingulate_5,1,1203
218,ctx-lh-isthmuscingulate_6,1,1204
219,ctx-lh-postcentral_24,1,1205
220,ctx-lh-postcentral_26,1,1206
221,ctx-lh-postcentral_6,1,1207
222,ctx-lh-postcentral_20,1,1208
223,ctx-lh-postcentral_25,1,1209
224,ctx-lh-postcentral_11,1,1210
225,ctx-lh-postcentral_3,1,1211
226,ctx-lh-postcentral_18,1,1212
227,ctx-lh-postcentral_27,1,1213
228,ctx-lh-postcentral_13,1,1214
229,ctx-lh-postcentral_23,1,1215
230,ctx-lh-postcentral_9,1,1216
231,ctx-lh-postcentral_17,1,1217
232,ctx-lh-postcentral_30,1,1218
233,ctx-lh-postcentral_22,1,1219
234,ctx-lh-postcentral_7,1,1220
235,ctx-lh-postcentral_4,1,1221
236,ctx-lh-postcentral_5,1,1222
237,ctx-lh-postcentral_29,1,1223
238,ctx-lh-postcentral_1,1,1224
239,ctx-lh-postcentral_16,1,1225
240,ctx-lh-postcentral_14,1,1226
241,ctx-lh-postcentral_12,1,1227
242,ctx-lh-postcentral_21,1,1228
243,ctx-lh-postcentral_8,1,1229
244,ctx-lh-postcentral_10,1,1230
245,ctx-lh-postcentral_2,1,1231
246,ctx-lh-postcentral_19,1,1232
247,ctx-lh-postcentral_15,1,1233
248,ctx-lh-postcentral_28,1,1234
249,ctx-lh-supramarginal_19,1,1235
250,ctx-lh-supramarginal_10,1,1236
251,ctx-lh-supramarginal_11,1,1237
252,ctx-lh-supramarginal_13,1,1238
253,ctx-lh-supramarginal_18,1,1239
254,ctx-lh-supramarginal_20,1,1240
255,ctx-lh-supramarginal_8,1,1241
256,ctx-lh-supramarginal_4,1,1242
257,ctx-lh-supramarginal_15,1,1243
258,ctx-lh-supramarginal_9,1,1244
259,ctx-lh-supramarginal_3,1,1245
260,ctx-lh-supramarginal_14,1,1246
261,ctx-lh-supramarginal_16,1,1247
262,ctx-lh-supramarginal_2,1,1248
263,ctx-lh-supramarginal_6,1,1249
264,ctx-lh-supramarginal_12,1,1250
265,ctx-lh-supramarginal_1,1,1251
266,ctx-lh-supramarginal_7,1,1252
267,ctx-lh-supramarginal_5,1,1253
268,ctx-lh-supramarginal_17,1,1254
269,ctx-lh-superiorparietal_13,1,1255
270,ctx-lh-superiorparietal_24,1,1256
271,ctx-lh-superiorparietal_18,1,1257
272,ctx-lh-superiorparietal_10,1,1258
273,ctx-lh-superiorparietal_29,1,1259
274,ctx-lh-superiorparietal_4,1,1260
275,ctx-lh-superiorparietal_12,1,1261
276,ctx-lh-superiorparietal_15,1,1262
277,ctx-lh-superiorparietal_28,1,1263
278,ctx-lh-superiorparietal_16,1,1264
279,ctx-lh-superiorparietal_17,1,1265
280,ctx-lh-superiorparietal_7,1,1266
281,ctx-lh-superiorparietal_20,1,1267
282,ctx-lh-superiorparietal_25,1,1268
283,ctx-lh-superiorparietal_22,1,1269
284,ctx-lh-superiorparietal_9,1,1270
285,ctx-lh-superiorparietal_5,1,1271
286,ctx-lh-superiorparietal_26,1,1272
287,ctx-lh-superiorparietal_23,1,1273
288,ctx-lh-superiorparietal_2,1,1274
289,ctx-lh-superiorparietal_14,1,1275
290,ctx-lh-superiorparietal_11,1,1276
291,ctx-lh-superiorparietal_21,1,1277
292,ctx-lh-superiorparietal_19,1,1278
293,ctx-lh-superiorparietal_6,1,1279
294,ctx-lh-superiorparietal_27,1,1280
295,ctx-lh-superiorparietal_1,1,1281
296,ctx-lh-superiorparietal_3,1,1282
297,ctx-lh-superiorparietal_8,1,1283
298,ctx-lh-inferiorparietal_13,1,1284
299,ctx-lh-inferiorparietal_21,1,1285
300,ctx-lh-inferiorparietal_11,1,1286
301,ctx-lh-inferiorparietal_3,1,1287
302,ctx-lh-inferiorparietal_4,1,1288
303,ctx-lh-inferiorparietal_25,1,1289
304,ctx-lh-inferiorparietal_12,1,1290
305,ctx-lh-inferiorparietal_8,1,1291
306,ctx-lh-inferiorparietal_16,1,1292
307,ctx-lh-inferiorparietal_26,1,1293
308,ctx-lh-inferiorparietal_2,1,1294
309,ctx-lh-inferiorparietal_17,1,1295
310,ctx-lh-inferiorparietal_5,1,1296
311,ctx-lh-inferiorparietal_1,1,1297
312,ctx-lh-inferiorparietal_19,1,1298
313,ctx-lh-inferiorparietal_14,1,1299
314,ctx-lh-inferiorparietal_9,1,1300
315,ctx-lh-inferiorparietal_18,1,1301
316,ctx-lh-inferiorparietal_10,1,1302
317,ctx-lh-inferiorparietal_20,1,1303
318,ctx-lh-inferiorparietal_22,1,1304
319,ctx-lh-inferiorparietal_23,1,1305
320,ctx-lh-inferiorparietal_6,1,1306
321,ctx-lh-inferiorparietal_7,1,1307
322,ctx-lh-inferiorparietal_15,1,1308
323,ctx-lh-inferiorparietal_24,1,1309
324,ctx-lh-precuneus_2,1,1310
325,ctx-lh-precuneus_1,1,1311
326,ctx-lh-precuneus_3,1,1312
327,ctx-lh-precuneus_6,1,1313
328,ctx-lh-precuneus_19,1,1314
329,ctx-lh-precuneus_10,1,1315
330,ctx-lh-precuneus_16,1,1316
331,ctx-lh-precuneus_12,1,1317
332,ctx-lh-precuneus_22,1,1318
333,ctx-lh-precuneus_9,1,1319
334,ctx-lh-precuneus_21,1,1320
335,ctx-lh-precuneus_7,1,1321
336,ctx-lh-precuneus_15,1,1322
337,ctx-lh-precuneus_14,1,1323
338,ctx-lh-precuneus_11,1,1324
339,ctx-lh-precuneus_8,1,1325
340,ctx-lh-precuneus_20,1,1326
341,ctx-lh-precuneus_4,1,1327
342,ctx-lh-precuneus_5,1,1328
343,ctx-lh-precuneus_23,1,1329
344,ctx-lh-precuneus_18,1,1330
345,ctx-lh-precuneus_13,1,1331
346,ctx-lh-precuneus_17,1,1332
347,ctx-lh-cuneus_1,1,1333
348,ctx-lh-cuneus_2,1,1334
349,ctx-lh-cuneus_8,1,1335
350,ctx-lh-cuneus_3,1,1336
351,ctx-lh-cuneus_7,1,1337
352,ctx-lh-cuneus_6,1,1338
353,ctx-lh-cuneus_5,1,1339
354,ctx-lh-cuneus_4,1,1340
355,ctx-lh-pericalcarine_1,1,1341
356,ctx-lh-pericalcarine_5,1,1342
357,ctx-lh-pericalcarine_3,1,1343
358,ctx-lh-pericalcarine_7,1,1344
359,ctx-lh-pericalcarine_2,1,1345
360,ctx-lh-pericalcarine_6,1,1346
361,ctx-lh-pericalcarine_4,1,1347
362,ctx-lh-pericalcarine_8,1,1348
363,ctx-lh-lateraloccipital_18,1,1349
364,ctx-lh-lateraloccipital_13,1,1350
365,ctx-lh-lateraloccipital_12,1,1351
366,ctx-lh-lateraloccipital_20,1,1352
367,ctx-lh-lateraloccipital_1,1,1353
368,ctx-lh-lateraloccipital_9,1,1354
369,ctx-lh-lateraloccipital_15,1,1355
370,ctx-lh-lateraloccipital_16,1,1356
371,ctx-lh-lateraloccipital_23,1,1357
372,ctx-lh-lateraloccipital_7,1,1358
373,ctx-lh-lateraloccipital_3,1,1359
374,ctx-lh-lateraloccipital_17,1,1360
375,ctx-lh-lateraloccipital_14,1,1361
376,ctx-lh-lateraloccipital_21,1,1362
377,ctx-lh-lateraloccipital_10,1,1363
378,ctx-lh-lateraloccipital_8,1,1364
379,ctx-lh-lateraloccipital_4,1,1365
380,ctx-lh-lateraloccipital_19,1,1366
381,ctx-lh-lateraloccipital_6,1,1367
382,ctx-lh-lateraloccipital_2,1,1368
383,ctx-lh-lateraloccipital_5,1,1369
384,ctx-lh-lateraloccipital_22,1,1370
385,ctx-lh-lateraloccipital_11,1,1371
386,ctx-lh-lingual_16,1,1372
387,ctx-lh-lingual_8,1,1373
388,ctx-lh-lingual_14,1,1374
389,ctx-lh-lingual_4,1,1375
390,ctx-lh-lingual_10,1,1376
391,ctx-lh-lingual_13,1,1377
392,ctx-lh-lingual_11,1,1378
393,ctx-lh-lingual_9,1,1379
394,ctx-lh-lingual_12,1,1380
395,ctx-lh-lingual_3,1,1381
396,ctx-lh-lingual_2,1,1382
397,ctx-lh-lingual_7,1,1383
398,ctx-lh-lingual_1,1,1384
399,ctx-lh-lingual_6,1,1385
400,ctx-lh-lingual_15,1,1386
401,ctx-lh-lingual_17,1,1387
402,ctx-lh-lingual_5,1,1388
403,ctx-lh-fusiform_9,1,1389
404,ctx-lh-fusiform_2,1,1390
405,ctx-lh-fusiform_5,1,1391
406,ctx-lh-fusiform_12,1,1392
407,ctx-lh-fusiform_14,1,1393
408,ctx-lh-fusiform_8,1,1394
409,ctx-lh-fusiform_6,1,1395
410,ctx-lh-fusiform_17,1,1396
411,ctx-lh-fusiform_15,1,1397
412,ctx-lh-fusiform_11,1,1398
413,ctx-lh-fusiform_13,1,1399
414,ctx-lh-fusiform_7,1,1400
415,ctx-lh-fusiform_4,1,1401
416,ctx-lh-fusiform_3,1,1402
417,ctx-lh-fusiform_1,1,1403
418,ctx-lh-fusiform_10,1,1404
419,ctx-lh-fusiform_16,1,1405
420,ctx-lh-parahippocampal_3,1,1406
421,ctx-lh-parahippocampal_2,1,1407
422,ctx-lh-parahippocampal_1,1,1408
423,ctx-lh-parahippocampal_6,1,1409
424,ctx-lh-parahippocampal_5,1,1410
425,ctx-lh-parahippocampal_4,1,1411
426,ctx-lh-entorhinal_1,1,1412
427,ctx-lh-entorhinal_2,1,1413
428,ctx-lh-temporalpole_1,1,1414
429,ctx-lh-temporalpole_2,1,1415
430,ctx-lh-temporalpole_3,1,1416
431,ctx-lh-inferiortemporal_16,1,1417
432,ctx-lh-inferiortemporal_3,1,1418
433,ctx-lh-inferiortemporal_5,1,1419
434,ctx-lh-inferiortemporal_9,1,1420
435,ctx-lh-inferiortemporal_11,1,1421
436,ctx-lh-inferiortemporal_8,1,1422
437,ctx-lh-inferiortemporal_1,1,1423
438,ctx-lh-inferiortemporal_4,1,1424
439,ctx-lh-inferiortemporal_7,1,1425
440,ctx-lh-inferiortemporal_2,1,1426
441,ctx-lh-inferiortemporal_6,1,1427
442,ctx-lh-inferiortemporal_10,1,1428
443,ctx-lh-inferiortemporal_12,1,1429
444,ctx-lh-inferiortemporal_15,1,1430
445,ctx-lh-inferiortemporal_14,1,1431
446,ctx-lh-inferiortemporal_13,1,1432
447,ctx-lh-middletemporal_12,1,1433
448,ctx-lh-middletemporal_16,1,1434
449,ctx-lh-middletemporal_13,1,1435
450,ctx-lh-middletemporal_15,1,1436
451,ctx-lh-middletemporal_6,1,1437
452,ctx-lh-middletemporal_11,1,1438
453,ctx-lh-middletemporal_10,1,1439
454,ctx-lh-middletemporal_4,1,1440
455,ctx-lh-middletemporal_14,1,1441
456,ctx-lh-middletemporal_7,1,1442
457,ctx-lh-middletemporal_17,1,1443
458,ctx-lh-middletemporal_8,1,1444
459,ctx-lh-middletemporal_9,1,1445
460,ctx-lh-middletemporal_1,1,1446
461,ctx-lh-middletemporal_3,1,1447
462,ctx-lh-middletemporal_5,1,1448
463,ctx-lh-middletemporal_19,1,1449
464,ctx-lh-middletemporal_2,1,1450
465,ctx-lh-middletemporal_18,1,1451
466,ctx-lh-bankssts_3,1,1452
467,ctx-lh-bankssts_6,1,1453
468,ctx-lh-bankssts_2,1,1454
469,ctx-lh-bankssts_1,1,1455
470,ctx-lh-bankssts_4,1,1456
471,ctx-lh-bankssts_5,1,1457
472,ctx-lh-superiortemporal_9,1,1458
473,ctx-lh-superiortemporal_25,1,1459
474,ctx-lh-superiortemporal_14,1,1460
475,ctx-lh-superiortemporal_6,1,1461
476,ctx-lh-superiortemporal_7,1,1462
477,ctx-lh-superiortemporal_16,1,1463
478,ctx-lh-superiortemporal_19,1,1464
479,ctx-lh-superiortemporal_15,1,1465
480,ctx-lh-superiortemporal_12,1,1466
481,ctx-lh-superiortemporal_21,1,1467
482,ctx-lh-superiortemporal_24,1,1468
483,ctx-lh-superiortemporal_2,1,1469
484,ctx-lh-superiortemporal_22,1,1470
485,ctx-lh-superiortemporal_13,1,1471
486,ctx-lh-superiortemporal_5,1,1472
487,ctx-lh-superiortemporal_11,1,1473
488,ctx-lh-superiortemporal_3,1,1474
489,ctx-lh-superiortemporal_17,1,1475
490,ctx-lh-superiortemporal_18,1,1476
491,ctx-lh-superiortemporal_8,1,1477
492,ctx-lh-superiortemporal_4,1,1478
493,ctx-lh-superiortemporal_23,1,1479
494,ctx-lh-superiortemporal_20,1,1480
495,ctx-lh-superiortemporal_10,1,1481
496,ctx-lh-superiortemporal_1,1,1482
497,ctx-lh-transversetemporal_1,1,1483
498,ctx-lh-transversetemporal_2,1,1484
499,ctx-lh-transversetemporal_3,1,1485
500,ctx-lh-insula_16,1,1486
501,ctx-lh-insula_13,1,1487
502,ctx-lh-insula_6,1,1488
503,ctx-lh-insula_4,1,1489
504,ctx-lh-insula_5,1,1490
505,ctx-lh-insula_15,1,1491
506,ctx-lh-insula_8,1,1492
507,ctx-lh-insula_11,1,1493
508,ctx-lh-insula_10,1,1494
509,ctx-lh-insula_1,1,1495
510,ctx-lh-insula_7,1,1496
511,ctx-lh-insula_14,1,1497
512,ctx-lh-insula_3,1,1498
513,ctx-lh-insula_2,1,1499
514,ctx-lh-insula_12,1,1500
515,ctx-lh-insula_9,1,1501
516,ctx-rh-lateralorbitofrontal_9,0,2001
517,ctx-rh-lateralorbitofrontal_11,0,2002
518,ctx-rh-lateralorbitofrontal_5,0,2003
519,ctx-rh-lateralorbitofrontal_6,0,2004
520,ctx-rh-lateralorbitofrontal_7,0,2005
521,ctx-rh-lateralorbitofrontal_10,0,2006
522,ctx-rh-lateralorbitofrontal_4,0,2007
523,ctx-rh-lateralorbitofrontal_17,0,2008
524,ctx-rh-lateralorbitofrontal_8,0,2009
525,ctx-rh-lateralorbitofrontal_15,0,2010
526,ctx-rh-lateralorbitofrontal_13,0,2011
527,ctx-rh-lateralorbitofrontal_12,0,2012
528,ctx-rh-lateralorbitofrontal_1,0,2013
529,ctx-rh-lateralorbitofrontal_3,0,2014
530,ctx-rh-lateralorbitofrontal_16,0,2015
531,ctx-rh-lateralorbitofrontal_14,0,2016
532,ctx-rh-lateralorbitofrontal_2,0,2017
533,ctx-rh-parsorbitalis_4,0,2018
534,ctx-rh-parsorbitalis_1,0,2019
535,ctx-rh-parsorbitalis_2,0,2020
536,ctx-rh-parsorbitalis_3,0,2021
537,ctx-rh-frontalpole_2,0,2022
538,ctx-rh-frontalpole_1,0,2023
539,ctx-rh-medialorbitofrontal_1,0,2024
540,ctx-rh-medialorbitofrontal_9,0,2025
541,ctx-rh-medialorbitofrontal_7,0,2026
542,ctx-rh-medialorbitofrontal_3,0,2027
543,ctx-rh-medialorbitofrontal_10,0,2028
544,ctx-rh-medialorbitofrontal_8,0,2029
545,ctx-rh-medialorbitofrontal_5,0,2030
546,ctx-rh-medialorbitofrontal_4,0,2031
547,ctx-rh-medialorbitofrontal_2,0,2032
548,ctx-rh-medialorbitofrontal_6,0,2033
549,ctx-rh-medialorbitofrontal_11,0,2034
550,ctx-rh-parstriangularis_8,0,2035
551,ctx-rh-parstriangularis_5,0,2036
552,ctx-rh-parstriangularis_3,0,2037
553,ctx-rh-parstriangularis_4,0,2038
554,ctx-rh-parstriangularis_1,0,2039
555,ctx-rh-parstriangularis_2,0,2040
556,ctx-rh-parstriangularis_7,0,2041
557,ctx-rh-parstriangularis_6,0,2042
558,ctx-rh-parsopercularis_8,0,2043
559,ctx-rh-parsopercularis_4,0,2044
560,ctx-rh-parsopercularis_5,0,2045
561,ctx-rh-parsopercularis_9,0,2046
562,ctx-rh-parsopercularis_3,0,2047
563,ctx-rh-parsopercularis_1,0,2048
564,ctx-rh-parsopercularis_7,0,2049
565,ctx-rh-parsopercularis_6,0,2050
566,ctx-rh-parsopercularis_2,0,2051
567,ctx-rh-rostralmiddlefrontal_19,0,2052
568,ctx-rh-rostralmiddlefrontal_21,0,2053
569,ctx-rh-rostralmiddlefrontal_16,0,2054
570,ctx-rh-rostralmiddlefrontal_22,0,2055
571,ctx-rh-rostralmiddlefrontal_24,0,2056
572,ctx-rh-rostralmiddlefrontal_10,0,2057
573,ctx-rh-rostralmiddlefrontal_20,0,2058
574,ctx-rh-rostralmiddlefrontal_15,0,2059
575,ctx-rh-rostralmiddlefrontal_18,0,2060
576,ctx-rh-rostralmiddlefrontal_7,0,2061
577,ctx-rh-rostralmiddlefrontal_25,0,2062
578,ctx-rh-rostralmiddlefrontal_23,0,2063
579,ctx-rh-rostralmiddlefrontal_4,0,2064
580,ctx-rh-rostralmiddlefrontal_27,0,2065
581,ctx-rh-rostralmiddlefrontal_14,0,2066
582,ctx-rh-rostralmiddlefrontal_17,0,2067
583,ctx-rh-rostralmiddlefrontal_9,0,2068
584,ctx-rh-rostralmiddlefrontal_12,0,2069
585,ctx-rh-rostralmiddlefrontal_2,0,2070
586,ctx-rh-rostralmiddlefrontal_13,0,2071
587,ctx-rh-rostralmiddlefrontal_11,0,2072
588,ctx-rh-rostralmiddlefrontal_3,0,2073
589,ctx-rh-rostralmiddlefrontal_5,0,2074
590,ctx-rh-rostralmiddlefrontal_8,0,2075
591,ctx-rh-rostralmiddlefrontal_26,0,2076
592,ctx-rh-rostralmiddlefrontal_1,0,2077
593,ctx-rh-rostralmiddlefrontal_6,0,2078
594,ctx-rh-superiorfrontal_40,0,2079
595,ctx-rh-superiorfrontal_4,0,2080
596,ctx-rh-superiorfrontal_3,0,2081
597,ctx-rh-superiorfrontal_14,0,2082
598,ctx-rh-superiorfrontal_7,0,2083
599,ctx-rh-superiorfrontal_23,0,2084
600,ctx-rh-superiorfrontal_10,0,2085
